,text,diggCount,createTimeISO,cleaned_text,normalized_text,roberta_label,roberta_score,roberta_sentiment
139,bahlil waktu kecil,5,2025-10-14 11:41:42+00:00,bahlil waktu kecil,bahlil waktu kecil,neutral,0.9549866914749146,negative
140,🤣 bisa bisa nya dia jadi mentri...,31,2025-10-09 02:19:14+00:00,🤣 bisa bisa nya dia jadi mentri..,🤣 bisa bisa nya dia jadi mentri..,neutral,0.9539228677749634,negative
141,nooo my motor cekel 😹,5,2025-10-09 03:44:04+00:00,noo my motor cekel 😹,noo my motor cekel 😹,neutral,0.8871654272079468,negative
142,peyebab motor gua gk ada tenaga + brebet 🗿,11,2025-10-09 04:52:11+00:00,peyebab motor gua gk ada tenaga   brebet 🗿,peyebab motor gua tidak ada tenaga brebet 🗿,negative,0.9863786697387695,negative
144,dari matanya saat menjelaskan PENUH KEBAHLULAN...,6,2025-10-09 04:41:17+00:00,dari matanya saat menjelaskan penuh kebahlulan..,dari matanya saat menjelaskan penuh kebahlulan..,negative,0.9994462132453918,negative
145,"maksud Mr, Bahlil, agar kendaraan motor cepat rusak dan tidak jalan lagi,, nah terjadilah ramah lingkungan,,, Bahlil,,,Bahlil,,,pinter amat",6,2025-10-09 02:27:26+00:00,maksud mr  bahlil  agar kendaraan motor cepat rusak dan tidak jalan lagi   nah terjadilah ramah lingkungan   bahlil  bahlil  pinter amat,maksud mr bahlil agar kendaraan motor cepat rusak dan tidak jalan lagi nah terjadilah ramah lingkungan bahlil bahlil pinter amat,positive,0.9573161005973816,positive
146,saking pinternya ke blinger😏,10,2025-10-09 05:00:25+00:00,saking pinternya ke blinger😏,saking pinternya ke blinger😏,positive,0.9805005788803101,positive
147,"kok bisa ya ada pemerintah kayak gini,katanya kalok mau melamar kerja harus good lucking 🤣🤣",6,2025-10-09 03:25:22+00:00,kok bisa ya ada pemerintah kayak gini katanya kalok mau melamar kerja harus good lucking 🤣🤣,kok bisa ya ada pemerintah kayak gini katanya kalok mau melamar kerja harus good lucking 🤣🤣,negative,0.9764077663421631,negative
148,pantesan tangki motor gw karatan anj anj,7,2025-10-09 03:52:31+00:00,pantesan tangki motor gw karatan anj anj,pantesan tangki motor saya karatan anjing anjing,negative,0.9974374771118164,negative
149,black² ada² aja,12,2025-10-09 04:34:25+00:00,black  ada  aja,black ada aja,negative,0.998097836971283,negative
150,bang semangat terus 🤣,6,2025-10-09 03:41:10+00:00,bang semangat terus 🤣,bang semangat terus 🤣,positive,0.9991831183433533,positive
151,Belajar di sekolah mana nih beliau. Kimia nya nilai BRP yaaa... masih mikir gw,17,2025-10-09 13:04:06+00:00,belajar di sekolah mana nih beliau. kimia nya nilai brp yaa.. masih mikir gw,belajar di sekolah mana nih beliau. kimia nya nilai brp yaa.. masih mikir saya,negative,0.9879122376441956,negative
152,Kok mirip ky cerita Allinol di film Cars ya,40,2025-10-09 03:10:28+00:00,kok mirip ky cerita allinol di film cars ya,kok mirip ky cerita allinol di film cars ya,negative,0.9283747673034668,negative
153,gimana kalo bayar saat beli besinnya dicampur sama daun😂,9,2025-10-09 04:49:41+00:00,gimana kalo bayar saat beli besinnya dicampur sama daun😂,gimana kalau bayar saat beli besinnya dicampur sama daun😂,negative,0.9974390268325806,negative
154,"Ini mah arah nya supaya masyarakat pake kendaraan listrik, hadeh gini amat tinggal di negara bobrok 😭",37,2025-10-09 02:30:23+00:00,ini mah arah nya supaya masyarakat pake kendaraan listrik  hadeh gini amat tinggal di negara bobrok 😭,ini mah arah nya supaya masyarakat pake kendaraan listrik hadeh gini amat tinggal di negara bobrok 😭,negative,0.9970269799232483,negative
155,cap tikus aja 40% sampai 70% 🤣🤣,5,2025-10-09 04:00:09+00:00,cap tikus aja 40  sampai 70  🤣🤣,cap tikus aja 40 sampai 70 🤣🤣,negative,0.9991457462310791,negative
157,apa negara ini kekurangan ilmuan ya ilmuan yg cerdas dan jujur,24,2025-10-12 01:51:43+00:00,apa negara ini kekurangan ilmuan ya ilmuan yg cerdas dan jujur,apa negara ini kekurangan ilmuan ya ilmuan yang cerdas dan jujur,negative,0.9917097687721252,negative
158,knpa dulu premium bagus Gati pertalit sekarang di ubah lagi mesin cepat rusak malah 😏,5,2025-10-10 09:07:09+00:00,knpa dulu premium bagus gati pertalit sekarang di ubah lagi mesin cepat rusak malah 😏,knpa dulu premium bagus gati pertalit sekarang di ubah lagi mesin cepat rusak malah 😏,negative,0.9991986155509949,negative
159,kalok bagus.knpa spbu suasta ttup lilllll.,10,2025-10-10 06:37:18+00:00,kalok bagus.knpa spbu suasta ttup lill.,kalok bagus.knpa spbu suasta ttup lill.,positive,0.9685073494911194,positive
160,Kalau bagus gak perlu paksa2 deh..,8,2025-10-10 06:12:44+00:00,kalau bagus gak perlu paksa2 deh..,kalau bagus tidak perlu paksa2 deh..,positive,0.9879798889160156,positive
162,si bahlil🗿,21,2025-10-11 09:29:39+00:00,si bahlil🗿,si bahlil🗿,positive,0.9290878772735596,positive
163,"negara-negara lain rata"" mesinya sudah upgrade ke yg terbaru, mau pun kendaraan di kampung apalagi di kota rata rata, klo Indonesia rata rata pengunaan mesin blum upgrade ke yg terbaru apa lagi yg di kampung² makanya warga indo masih banyak yg menolak🔥",49,2025-10-17 07:23:50+00:00,negara negara lain rata  mesinya sudah upgrade ke yg terbaru  mau pun kendaraan di kampung apalagi di kota rata rata  klo indonesia rata rata pengunaan mesin blum upgrade ke yg terbaru apa lagi yg di kampung  makanya warga indo masih banyak yg menolak🔥,negara negara lain rata mesinya sudah upgrade ke yang terbaru mau pun kendaraan di kampung apalagi di kota rata rata kalau indonesia rata rata pengunaan mesin blum upgrade ke yang terbaru apa lagi yang di kampung makanya warga indo masih banyak yang menolak🔥,negative,0.998381495475769,negative
164,ini mentri lulusan SD kah,62,2025-10-11 01:13:56+00:00,ini mentri lulusan sd kah,ini mentri lulusan sd kah,negative,0.8910707831382751,negative
165,"Suruh debat 1v1 dengan Fitra Eri mengenai isu bbm etanol, wani po ra kon bahlil? 🙏",103,2025-10-10 12:33:56+00:00,suruh debat 1v1 dengan fitra eri mengenai isu bbm etanol  wani po ra kon bahlil? 🙏,suruh debat 1v1 dengan fitra eri mengenai isu bbm etanol wani po ra kon bahlil? 🙏,neutral,0.9988070726394653,negative
166,suruh mobil dia aja isi sendiri,7,2025-10-10 07:38:54+00:00,suruh mobil dia aja isi sendiri,suruh mobil dia aja isi sendiri,negative,0.9968982934951782,negative
167,pecat aja ini orang.,8,2025-10-10 23:53:05+00:00,pecat aja ini orang.,pecat aja ini orang.,negative,0.9994373917579651,negative
168,"negara bagus,maju gak punya nama Bahlil",18,2025-10-11 02:17:33+00:00,negara bagus maju gak punya nama bahlil,negara bagus maju tidak punya nama bahlil,negative,0.9971177577972412,negative
169,TUNJUKAN AAKU NEGARA YG PAKAI ETANOL BESERRTA BUKTI DAN DATANYA YG VALID,8,2025-10-10 13:24:16+00:00,tunjukan aaku negara yg pakai etanol beserrta bukti dan datanya yg valid,tunjukan aaku negara yang pakai etanol beserrta bukti dan datanya yang valid,neutral,0.9889830946922302,negative
170,menteri tolol,5,2025-10-11 01:32:54+00:00,menteri tolol,menteri tolol,negative,0.9831511974334717,negative
171,negara mana yg pakai Bahlil,34,2025-10-10 12:52:33+00:00,negara mana yg pakai bahlil,negara mana yang pakai bahlil,neutral,0.9466586112976074,negative
172,bahlil muka nya lucu imut2😅,2,2025-10-09 13:29:02+00:00,bahlil muka nya lucu imut2😅,bahlil muka nya lucu imut2😅,positive,0.9982345104217529,positive
173,perusak mesin di pemerintahan,7,2025-10-09 02:47:44+00:00,perusak mesin di pemerintahan,perusak mesin di pemerintahan,negative,0.9933537244796753,negative
174,berarti cuma di indo aja ya yg campur etanol 😁😁😁,12,2025-10-09 07:10:07+00:00,berarti cuma di indo aja ya yg campur etanol 😁😁,berarti cuma di indo aja ya yang campur etanol 😁😁,negative,0.8892607092857361,negative
175,"kek nya dia, terinspirasi dengan film cars3",9,2025-10-09 05:37:23+00:00,kek nya dia  terinspirasi dengan film cars3,kek nya dia terinspirasi dengan film cars3,neutral,0.8947857022285461,negative
176,allinol💀,7,2025-10-09 04:16:01+00:00,allinol,allinol,negative,0.9971485733985901,negative
177,"setau saya dia lagi diincer presiden, g lama diganti",11,2025-10-09 02:24:31+00:00,setau saya dia lagi diincer presiden  g lama diganti,setau saya dia lagi diincer presiden g lama diganti,negative,0.8693699240684509,negative
178,"gua kangen nungguin kata2 di akhirr luu bang,, 🤣🤣🤣",5,2025-10-09 01:52:42+00:00,gua kangen nungguin kata2 di akhirr luu bang   🤣🤣,gua kangen nungguin kata2 di akhirr luu bang 🤣🤣,positive,0.9966346621513367,positive
179,d kira motor kita buat balap kali😂,7,2025-10-09 04:45:48+00:00,d kira motor kita buat balap kali😂,d kira motor kita buat balap kali😂,neutral,0.9882735013961792,negative
180,kok biss ya orang kek gini di pertahanin sedangkan mentri yang laen aja pada di ganti,8,2025-10-09 03:09:12+00:00,kok biss ya orang kek gini di pertahanin sedangkan mentri yang laen aja pada di ganti,kok biss ya orang kek gini di pertahanin sedangkan mentri yang laen aja pada di ganti,negative,0.998903751373291,negative
181,Makin hari ini mentri makin meresahkan,7,2025-10-09 02:57:39+00:00,makin hari ini mentri makin meresahkan,makin hari ini mentri makin meresahkan,negative,0.9978901743888855,negative
182,bukan biar gak banyak impor tapi biar korupsinya banyak,7,2025-10-09 02:40:26+00:00,bukan biar gak banyak impor tapi biar korupsinya banyak,bukan biar tidak banyak impor tapi biar korupsinya banyak,negative,0.9988399147987366,negative
183,Bahlil b nya apa,7,2025-10-10 06:43:03+00:00,bahlil b nya apa,bahlil b nya apa,neutral,0.8440811038017273,negative
185,"selisih 0,5% aja swasta lebih milih out, ini 20% aja dibilang gapapa🗿",10,2025-10-09 02:27:18+00:00,selisih 0 5  aja swasta lebih milih out  ini 20  aja dibilang gapapa🗿,selisih 0 5 aja swasta lebih milih out ini 20 aja dibilang gapapa🗿,negative,0.9930155277252197,negative
186,org sebanyak itu gaada yg interupsi 🤔,6,2025-10-09 03:22:16+00:00,org sebanyak itu gaada yg interupsi,org sebanyak itu gaada yang interupsi,neutral,0.9910035133361816,negative
187,kali ini gua dukung lu ngab 🥰🥰,6,2025-10-09 03:09:51+00:00,kali ini gua dukung lu ngab 🥰🥰,kali ini gua dukung kamu ngab 🥰🥰,positive,0.9855872392654419,positive
188,biar cepet rusak kendaran akhirnya pindah ke motor listrik,5,2025-10-09 05:52:50+00:00,biar cepet rusak kendaran akhirnya pindah ke motor listrik,biar cepet rusak kendaran akhirnya pindah ke motor listrik,neutral,0.9873049855232239,negative
189,negara sebesar Indonesia gabisa nyuplai bensin sendiri kah? masa harus impor mulu,6,2025-10-09 03:58:26+00:00,negara sebesar indonesia gabisa nyuplai bensin sendiri kah? masa harus impor mulu,negara sebesar indonesia gabisa nyuplai bensin sendiri kah? masa harus impor mulu,negative,0.9985322952270508,negative
190,knp Mentri Indonesia ga ada yg bisa di banggakan kecuali Mentri pertanian,5,2025-10-09 03:20:56+00:00,knp mentri indonesia ga ada yg bisa di banggakan kecuali mentri pertanian,kenapa mentri indonesia tidak ada yang bisa di banggakan kecuali mentri pertanian,negative,0.993480920791626,negative
191,mukanya Bahlil Mirip Si profesor Di film Cars 2 Yg di itali,13,2025-10-13 14:09:50+00:00,mukanya bahlil mirip si profesor di film cars 2 yg di itali,mukanya bahlil mirip si profesor di film cars 2 yang di itali,negative,0.9660738110542297,negative
192,bjir ni orang sakti bener gk kena reshuffle,5,2025-10-09 03:01:13+00:00,bjir ni orang sakti bener gk kena reshuffle,bjir ni orang sakti benar tidak kena reshuffle,negative,0.9315920472145081,negative
194,keparat emang sibahlil,1,2025-11-01 05:04:15+00:00,keparat emang sibahlil,keparat emang sibahlil,negative,0.999521017074585,negative
195,tujuannya bikin rusak kendaraan rakyat,1,2025-11-14 15:54:41+00:00,tujuannya bikin rusak kendaraan rakyat,tujuannya bikin rusak kendaraan rakyat,negative,0.9972311854362488,negative
196,muka Bahlil kek narapidana bngt😂🗿,3,2025-10-12 04:01:25+00:00,muka bahlil kek narapidana bngt😂🗿,muka bahlil kek narapidana bngt😂🗿,negative,0.98604416847229,negative
197,pantesan sering cepet abis bensin nya,88,2025-10-10 05:46:04+00:00,pantesan sering cepet abis bensin nya,pantesan sering cepet abis bensin nya,negative,0.9990942478179932,negative
198,negara mna yg bilng bagus ethanol bagus?,545,2025-10-10 05:48:07+00:00,negara mna yg bilng bagus ethanol bagus?,negara mna yang bilng bagus ethanol bagus?,positive,0.9911625385284424,positive
199,BBM oplosan bener donk..??😳 harga nya lebih mahal dr pada BBM murni..??? gmna perhitungan nya 😏,5,2025-10-10 08:07:17+00:00,bbm oplosan bener donk..??  harga nya lebih mahal dr pada bbm murni..?? gmna perhitungan nya 😏,bbm oplosan benar donk..?? harga nya lebih mahal dari pada bbm murni..?? gimana perhitungan nya 😏,negative,0.9991235136985779,negative
201,GANDENG HIDEUNG,35,2025-10-10 12:31:19+00:00,gandeng hideung,gandeng hideung,neutral,0.8611887693405151,negative
202,Bahlil pakai etanol tidak ya,14,2025-10-10 08:46:49+00:00,bahlil pakai etanol tidak ya,bahlil pakai etanol tidak ya,neutral,0.9444836378097534,negative
203,bahlil di mikroskop 🕳,147,2025-10-11 11:07:36+00:00,bahlil di mikroskop,bahlil di mikroskop,neutral,0.9979249238967896,negative
204,"bahlil sebutkan dinegara mana yg menggunakan etanol yg sampai 10 persen di BBM nya !!!
TULIS BESAR BESAR !!!",41,2025-10-11 00:51:03+00:00,"bahlil sebutkan dinegara mana yg menggunakan etanol yg sampai 10 persen di bbm nya !!
tulis besar besar !!",bahlil sebutkan dinegara mana yang menggunakan etanol yang sampai 10 persen di bbm nya !! tulis besar besar !!,negative,0.9949979782104492,negative
206,bahlil di mikroskop..,26,2025-10-11 20:31:26+00:00,bahlil di mikroskop..,bahlil di mikroskop..,neutral,0.9973583817481995,negative
207,"intinya napa harus dicampur dengan Etanol,,,toh kita masyarakat tanpa dicampur juga kita beli,,,ngapain ngebet Bahlil mesti dicampur dg Etanol",8,2025-10-10 09:05:35+00:00,intinya napa harus dicampur dengan etanol  toh kita masyarakat tanpa dicampur juga kita beli  ngapain ngebet bahlil mesti dicampur dg etanol,intinya napa harus dicampur dengan etanol toh kita masyarakat tanpa dicampur juga kita beli ngapain ngebet bahlil mesti dicampur dg etanol,negative,0.9930201172828674,negative
208,yang ngk bgus yg ngomong,5,2025-10-10 23:47:52+00:00,yang ngk bgus yg ngomong,yang ngk bagus yang ngomong,positive,0.9965373277664185,positive
209,org gini ko bisa JD mentri😭😭😭,10,2025-10-10 13:21:33+00:00,org gini ko bisa jd mentri😭😭,org gini ko bisa jd mentri😭😭,neutral,0.970595121383667,negative
210,sesuai kan dengan mesin bos Bahlil,6,2025-10-11 12:43:58+00:00,sesuai kan dengan mesin bos bahlil,sesuai kan dengan mesin bos bahlil,neutral,0.9945679903030396,negative
211,negara yg pake etanol kan iklimnya udah beda,11,2025-10-11 02:23:18+00:00,negara yg pake etanol kan iklimnya udah beda,negara yang pake etanol kan iklimnya sudah beda,neutral,0.7772229909896851,negative
212,Cocok tidak ethanol 10 % itu dengan kondisi kendaraan di Indonesia? Apakah sama kondisi kendaraan di negara lain dengan kendaraan di Indonesia?,36,2025-10-10 06:29:36+00:00,cocok tidak ethanol 10   itu dengan kondisi kendaraan di indonesia? apakah sama kondisi kendaraan di negara lain dengan kendaraan di indonesia?,cocok tidak ethanol 10 itu dengan kondisi kendaraan di indonesia? apakah sama kondisi kendaraan di negara lain dengan kendaraan di indonesia?,negative,0.9971365928649902,negative
213,coba negara mana yg pake etanol,172,2025-10-17 02:26:50+00:00,coba negara mana yg pake etanol,coba negara mana yang pake etanol,neutral,0.6521051526069641,negative
216,Ini yg terjadi klo menteri dipilih ga sesuai keahlian 🗿,3,2025-10-09 19:49:51+00:00,ini yg terjadi klo menteri dipilih ga sesuai keahlian 🗿,ini yang terjadi kalau menteri dipilih tidak sesuai keahlian 🗿,negative,0.989425539970398,negative
217,iya bagus kok,8,2025-10-10 14:03:08+00:00,iya bagus kok,ya bagus kok,positive,0.9565370678901672,positive
218,negara mana yang kau bilang pake etanol,32,2025-10-11 01:53:00+00:00,negara mana yang kau bilang pake etanol,negara mana yang kau bilang pake etanol,negative,0.9152980446815491,negative
219,etanol memang ngk bagus pak🤭🤭,5,2025-10-13 00:03:33+00:00,etanol memang ngk bagus pak🤭🤭,etanol memang ngk bagus pak🤭🤭,positive,0.9993176460266113,positive
220,Bahlil B nya apa?,19,2025-10-14 11:35:14+00:00,bahlil b nya apa?,bahlil b nya apa?,negative,0.9922879934310913,negative
221,"apa itu etanol,dan bagaimana reaksinya",13,2025-10-10 05:32:46+00:00,apa itu etanol dan bagaimana reaksinya,apa itu etanol dan bagaimana reaksinya,neutral,0.8943324089050293,negative
222,org g mau kok dipaksa,4,2025-10-10 11:57:59+00:00,org g mau kok dipaksa,org g mau kok dipaksa,negative,0.9992272853851318,negative
223,MERUSAK MESIN 2 TAK,4,2025-10-17 13:21:48+00:00,merusak mesin 2 tak,merusak mesin 2 tak,negative,0.9987862706184387,negative
224,hobinya ngebandingin negara lain dh,4,2025-10-17 09:55:46+00:00,hobinya ngebandingin negara lain dh,hobinya ngebandingin negara lain dh,negative,0.9990826845169067,negative
225,buktinya motor' brebet' berjamaah😭,2,2025-11-09 16:26:24+00:00,buktinya motor  brebet  berjamaah😭,buktinya motor brebet berjamaah😭,neutral,0.7849865555763245,negative
230,"ada apa dibalik etanol ini pak, mengapa terlalu memaksakan... rakyat faham pak yg ada di otak anda🤣🤣🤣",3,2025-10-29 16:45:31+00:00,ada apa dibalik etanol ini pak  mengapa terlalu memaksakan.. rakyat faham pak yg ada di otak anda🤣🤣,ada apa dibalik etanol ini pak mengapa terlalu memaksakan.. rakyat faham pak yang ada di otak anda🤣🤣,negative,0.9969402551651001,negative
231,"pecat menteri ini,selalu bikin gaduh masyarakat",3,2025-10-10 12:43:30+00:00,pecat menteri ini selalu bikin gaduh masyarakat,pecat menteri ini selalu bikin gaduh masyarakat,negative,0.9979581832885742,negative
232,negara mana tuh pak?😂😂😂,3,2025-10-10 15:30:00+00:00,negara mana tuh pak?😂😂,negara mana tuh pak?😂😂,negative,0.9976946711540222,negative
233,"negara lain tu negara mana, coba sebutin",3,2025-10-12 20:13:23+00:00,negara lain tu negara mana  coba sebutin,negara lain tu negara mana coba sebutin,negative,0.8367261290550232,negative
